Cell	CellType
746086313	Lamp5 Plch2 Dock5
746102029	Lamp5 Lsp1
746150922	Vip Chat Htr1f
746160014	Lamp5 Lsp1
746172313	Lamp5 Lsp1
746177895	Pvalb Akr1c18 Ntf3
746224396	Sst Esm1
746230941	Sst Tac2 Tacstd2
746256653	Sst Calb2 Pdlim5
746257157	Sst Hpse Cbln4
746257833	Sst Hpse Sema3c
746265346	Sst Calb2 Pdlim5
746747868	Sst Tac2 Tacstd2
746748645	Sst Esm1
746749610	Sst Esm1
746755089	Sst Rxfp1 Eya1
746793090	Sst Myh8 Fibin
746909752	Sst Calb2 Pdlim5
746917495	Sst Hpse Cbln4
746917764	Sst Rxfp1 Prdm8
746924803	Sst Hpse Cbln4
746987571	Sst Hpse Cbln4
746999234	Sst Esm1
747009657	Sst Crhr2 Efemp1
747014167	Sst Tac2 Tacstd2
747014238	Sst Tac2 Tacstd2
747050694	Sst Calb2 Pdlim5
747056356	Sst Rxfp1 Prdm8
750162069	Sst Rxfp1 Eya1
750189292	Sst Esm1
750210640	Sst Calb2 Pdlim5
750233621	Sst Tac2 Tacstd2
750242249	Sst Tac2 Tacstd2
750261373	Sst Chodl
750331780	Sst Esm1
750378044	Sst Chodl
750378755	Lamp5 Plch2 Dock5
750405307	Sst Chodl
750421101	Lamp5 Plch2 Dock5
750424273	Sst Chodl
750436969	Sst Chodl
750440984	Sst Hpse Sema3c
750461799	Sst Calb2 Pdlim5
750461846	Sst Chodl
750462319	Sst Hpse Cbln4
750464909	Sst Esm1
750465208	Sst Hpse Cbln4
750465238	Sst Calb2 Necab1
750465525	Sst Hpse Cbln4
750467051	Sst Crhr2 Efemp1
750472545	Sst Hpse Cbln4
750472575	Sst Calb2 Pdlim5
750489990	Sst Crhr2 Efemp1
750689113	Sst Calb2 Pdlim5
750706642	Sst Esm1
750721588	Sst Rxfp1 Prdm8
750733881	Sst Crhr2 Efemp1
750757147	Sst Crhr2 Efemp1
750773551	Lamp5 Fam19a1 Tmem182
750776546	Sst Rxfp1 Eya1
750780017	Lamp5 Ntn1 Npy2r
750783451	Sst Calb2 Pdlim5
750783593	Sst Rxfp1 Prdm8
750786577	Lamp5 Plch2 Dock5
750786617	Sst Crh 4930553C11Rik 
750786807	Sst Crhr2 Efemp1
750789473	Sst Esm1
750794085	Sst Calb2 Pdlim5
750795221	Sst Esm1
750798337	Sst Calb2 Pdlim5
750798367	Sst Esm1
750801763	Sst Chodl
750801904	Sst Tac2 Tacstd2
750803570	Sst Calb2 Pdlim5
750805922	Sst Calb2 Pdlim5
750824726	Sst Nts
750824926	Sst Crhr2 Efemp1
750833190	Sst Rxfp1 Eya1
751183031	Sst Mme Fam114a1
751199266	Sst Myh8 Etv1 
751226394	Sst Chodl
751229887	Sst Rxfp1 Eya1
751250310	Sst Tac2 Tacstd2
751288601	Pvalb Reln Itm2a
751288807	Sst Hpse Cbln4
751349800	Sst Rxfp1 Prdm8
751947558	Sst Mme Fam114a1
751991697	Pvalb Th Sst
751992481	Sst Crh 4930553C11Rik 
752000685	Sst Crhr2 Efemp1
752020215	Sst Calb2 Pdlim5
752027250	Sst Hpse Cbln4
752038120	Sst Crhr2 Efemp1
752038334	Sst Esm1
752042986	Sst Hpse Sema3c
752063316	Sst Calb2 Pdlim5
752076561	Sst Calb2 Pdlim5
752086133	Sst Rxfp1 Eya1
752276388	Sst Hpse Cbln4
753654338	Sst Rxfp1 Prdm8
753671885	Sst Rxfp1 Prdm8
753672187	Sst Rxfp1 Prdm8
753691665	Sst Nts
753707616	Sst Esm1
753707847	Sst Nr2f2 Necab1
753716937	Sst Hpse Cbln4
753733598	Sst Hpse Cbln4
753733790	Sst Rxfp1 Eya1
753752257	Sst Nts
753770297	Sst Calb2 Pdlim5
753782979	Sst Esm1
753798363	Pvalb Akr1c18 Ntf3
753811240	Sst Hpse Cbln4
753847212	Sst Hpse Sema3c
753861026	Sst Esm1
753866455	Sst Myh8 Etv1 
753896151	Sst Calb2 Pdlim5
753907785	Sst Rxfp1 Eya1
753936208	Sst Esm1
753945691	Sst Hpse Cbln4
753958280	Sst Chodl
753963699	Sst Hpse Cbln4
753963792	Sst Chodl
753979676	Sst Hpse Cbln4
753985861	Sst Crhr2 Efemp1
754477222	Vip Chat Htr1f
754497427	Pvalb Tpbg
754502546	Pvalb Tpbg
754508194	Pvalb Sema3e Kank4
754514166	Pvalb Reln Itm2a
754527431	Vip Pygm C1ql1
754527842	Pvalb Tpbg
754528922	Pvalb Reln Itm2a
754697892	Sst Rxfp1 Prdm8
754711439	Sst Tac2 Tacstd2
754729595	Sst Tac2 Tacstd2
754748254	Pvalb Gabrg1
754777509	Sst Calb2 Pdlim5
754795653	Sst Hpse Cbln4
754804972	Sst Hpse Cbln4
754807659	Sst Crhr2 Efemp1
754816429	Sst Rxfp1 Prdm8
754822442	Sst Calb2 Necab1
754825708	Pvalb Tpbg
754834825	Sst Calb2 Pdlim5
754848460	Sst Nts
754857573	Sst Calb2 Necab1
754857707	Sst Hpse Sema3c
754872367	Sst Crhr2 Efemp1
754873107	Sst Crhr2 Efemp1
754896300	Vip Pygm C1ql1
754896455	Vip Chat Htr1f
754897161	Vip Chat Htr1f
755265909	Vip Gpc3 Slc18a3
755326644	Vip Arhgap36 Hmcn1
755367415	Sncg Vip Itih5
755385868	Vip Arhgap36 Hmcn1
755393467	Pvalb Reln Itm2a
755435736	Pvalb Gpr149 Islr
755444656	Pvalb Tpbg
755528415	Vip Chat Htr1f
755541521	Pvalb Sema3e Kank4
755552030	Vip Chat Htr1f
755592855	Vip Pygm C1ql1
755596639	Vip Pygm C1ql1
755615266	Serpinf1 Aqp5 Vip
755620558	Vip Pygm C1ql1
755625739	Pvalb Gpr149 Islr
755625849	Vip Chat Htr1f
755913304	Vip Lmo1 Myl1
756099070	Pvalb Sema3e Kank4
756102373	Pvalb Reln Tac1
756109037	Pvalb Sema3e Kank4
756109552	Pvalb Reln Itm2a
756577499	Pvalb Reln Itm2a
756604961	Pvalb Reln Itm2a
756644874	Pvalb Akr1c18 Ntf3
756672253	Pvalb Sema3e Kank4
756692316	Pvalb Sema3e Kank4
756727211	Pvalb Sema3e Kank4
757210519	Vip Crispld2 Kcne4
757252810	Vip Col15a1 Pde1a
757286344	Sncg Vip Itih5
757309042	Vip Lmo1 Fam159b
757329936	Vip Crispld2 Kcne4
757531718	Vip Crispld2 Kcne4
757575885	Vip Pygm C1ql1
758058197	Vip Col15a1 Pde1a
758112844	Vip Crispld2 Kcne4
758142335	Vip Lmo1 Myl1
758147742	Pvalb Reln Itm2a
758157901	Pvalb Reln Itm2a
758179526	Vip Lect1 Oxtr
758206804	Pvalb Sema3e Kank4
758262960	Vip Pygm C1ql1
758263126	Vip Lmo1 Myl1
759440987	Vip Crispld2 Htr2c
759450448	Vip Crispld2 Htr2c
759502397	Vip Pygm C1ql1
759504695	Vip Chat Htr1f
759513794	Vip Chat Htr1f
759529127	Serpinf1 Aqp5 Vip
759530125	Serpinf1 Aqp5 Vip
759532491	Vip Ptprt Pkp2
759544868	Vip Ptprt Pkp2
759544966	Vip Arhgap36 Hmcn1
759558762	Sncg Vip Itih5
759684939	Sst Tac2 Tacstd2
759697468	Sst Rxfp1 Eya1
759726741	Sst Hpse Cbln4
759751429	Vip Crispld2 Kcne4
759758674	Sst Hpse Sema3c
759761472	Sst Calb2 Pdlim5
759762537	Vip Arhgap36 Hmcn1
759772525	Vip Crispld2 Htr2c
759784296	Vip Ptprt Pkp2
759891857	Sst Tac2 Tacstd2
759899545	Sst Calb2 Pdlim5
759901440	Sst Calb2 Pdlim5
759909292	Sst Hpse Sema3c
759924594	Sst Hpse Cbln4
759927422	Sst Hpse Cbln4
759939473	Sst Tac2 Tacstd2
759945868	Vip Igfbp4 Mab21l1
759948010	Sst Rxfp1 Prdm8
759948182	Sst Calb2 Pdlim5
759955697	Sst Hpse Sema3c
759959254	Sst Esm1
759961376	Vip Pygm C1ql1
759970262	Sst Tac1 Htr1d
760003897	Sst Hpse Cbln4
760011270	Sst Myh8 Etv1 
760018980	Pvalb Calb1 Sst
760027545	Sst Calb2 Pdlim5
760029391	Sst Rxfp1 Prdm8
760037576	Vip Arhgap36 Hmcn1
760050336	Vip Lmo1 Myl1
760068261	Sst Tac2 Tacstd2
760268259	Sst Hpse Cbln4
760280508	Sst Calb2 Pdlim5
760294832	Sst Chrna2 Glra3
760297286	Sst Rxfp1 Prdm8
760305136	Sst Calb2 Pdlim5
760313302	Sst Esm1
760315920	Sst Calb2 Pdlim5
760316107	Vip Col15a1 Pde1a
760368080	Sst Calb2 Pdlim5
760372714	Vip Crispld2 Kcne4
760379237	Serpinf1 Aqp5 Vip
760386740	Vip Crispld2 Htr2c
760387424	Vip Crispld2 Htr2c
760416458	Sst Chrna2 Ptgdr
760421789	Sst Crhr2 Efemp1
760437219	Vip Lect1 Oxtr
760491928	Vip Ptprt Pkp2
760507316	Vip Pygm C1ql1
760518937	Sst Rxfp1 Prdm8
760533748	Sst Crhr2 Efemp1
760552500	Sst Hpse Cbln4
760811392	Sst Hpse Cbln4
760813815	Sst Hpse Sema3c
760821319	Sst Rxfp1 Prdm8
760832993	Sst Crhr2 Efemp1
760834631	Sst Calb2 Necab1
760849029	Sst Calb2 Pdlim5
760864077	Vip Pygm C1ql1
760876441	Sst Crhr2 Efemp1
760878397	Serpinf1 Aqp5 Vip
760881798	Vip Chat Htr1f
760890074	Vip Chat Htr1f
760893046	Sst Rxfp1 Prdm8
760959964	Vip Pygm C1ql1
760961855	Sst Calb2 Pdlim5
760965714	Vip Col15a1 Pde1a
760972305	Sst Calb2 Pdlim5
760981484	Sst Hpse Cbln4
760987165	Pvalb Sema3e Kank4
760988294	Sncg Vip Nptx2
760995273	Sst Calb2 Pdlim5
760995868	Sst Hpse Cbln4
761297232	Vip Ptprt Pkp2
761301546	Vip Ptprt Pkp2
761344520	Pvalb Reln Itm2a
761344650	Vip Lmo1 Myl1
761409397	Lamp5 Lsp1
761429710	Pvalb Reln Itm2a
761489652	Vip Pygm C1ql1
761503108	Vip Crispld2 Kcne4
761516369	Vip Crispld2 Htr2c
761516658	Vip Chat Htr1f
761743293	Vip Arhgap36 Hmcn1
761753472	Vip Pygm C1ql1
761758704	Vip Pygm C1ql1
761768675	Vip Ptprt Pkp2
761791119	Vip Crispld2 Kcne4
761820827	Vip Lmo1 Myl1
761822060	Vip Crispld2 Htr2c
761832372	Vip Crispld2 Kcne4
761835389	Pvalb Sema3e Kank4
761839460	Vip Crispld2 Htr2c
761841088	Vip Rspo1 Itga4
762464168	Vip Rspo4 Rxfp1 Chat
762559364	Vip Chat Htr1f
762584189	Pvalb Reln Itm2a
762590075	Pvalb Tpbg
762615287	Vip Crispld2 Kcne4
762652214	Pvalb Reln Itm2a
762670171	Pvalb Sema3e Kank4
762675897	Vip Chat Htr1f
762696382	Vip Crispld2 Kcne4
762712937	Vip Crispld2 Htr2c
762725682	Vip Crispld2 Htr2c
762731524	Pvalb Reln Itm2a
762742145	Pvalb Reln Itm2a
762766803	Pvalb Sema3e Kank4
763014609	Pvalb Reln Itm2a
763025133	Pvalb Akr1c18 Ntf3
763025510	Pvalb Tpbg
763096792	Pvalb Tpbg
763125551	Pvalb Reln Itm2a
763137261	Pvalb Sema3e Kank4
763148777	Pvalb Reln Itm2a
763371551	Pvalb Akr1c18 Ntf3
763375688	Pvalb Akr1c18 Ntf3
763378303	Pvalb Gpr149 Islr
763383591	Pvalb Sema3e Kank4
763384222	Pvalb Tpbg
763855721	Pvalb Sema3e Kank4
763912380	Sncg Gpr50
763952780	Vip Lect1 Oxtr
763970935	Sst Calb2 Pdlim5
763983645	Vip Ptprt Pkp2
764013030	Sst Hpse Cbln4
764040865	Sst Rxfp1 Prdm8
764341238	Lamp5 Fam19a1 Pax6
764376780	Vip Pygm C1ql1
764391439	Lamp5 Plch2 Dock5
764464218	Lamp5 Ntn1 Npy2r
764479836	Lamp5 Lsp1
764484965	Lamp5 Lsp1
764500049	Lamp5 Lsp1
764506604	Sst Esm1
764726542	Pvalb Reln Itm2a
764734091	Pvalb Gpr149 Islr
764744086	Pvalb Sema3e Kank4
764748151	Pvalb Reln Itm2a
764753738	Pvalb Reln Itm2a
764782286	Sst Tac2 Tacstd2
764796693	Pvalb Reln Itm2a
764872932	Pvalb Tpbg
764879591	Vip Chat Htr1f
764890762	Pvalb Sema3e Kank4
764896381	Lamp5 Ntn1 Npy2r
764897253	Lamp5 Plch2 Dock5
764898234	Lamp5 Plch2 Dock5
764899841	Lamp5 Plch2 Dock5
764899933	Lamp5 Lsp1
764901187	Lamp5 Plch2 Dock5
764901694	Lamp5 Lsp1
764902707	Lamp5 Lsp1
764916581	Lamp5 Plch2 Dock5
764922670	Sst Myh8 Fibin
764922700	Sncg Vip Nptx2
765143388	Lamp5 Plch2 Dock5
765888079	Pvalb Reln Itm2a
765891067	Pvalb Reln Itm2a
765921766	Pvalb Sema3e Kank4
766026327	Pvalb Tpbg
766049138	Lamp5 Fam19a1 Tmem182
766068893	Lamp5 Lsp1
766088528	Pvalb Reln Itm2a
766097293	Pvalb Reln Tac1
766121807	Pvalb Reln Itm2a
766186881	Sncg Vip Itih5
766186948	Pvalb Tpbg
766557154	Sst Mme Fam114a1
766625082	Sst Rxfp1 Prdm8
766628006	Sst Tac2 Tacstd2
766650329	Sst Esm1
766680349	Sst Chodl
766689751	Vip Lmo1 Myl1
766751371	Vip Lmo1 Fam159b
766752186	Vip Arhgap36 Hmcn1
766752788	Sst Chodl
766756729	Lamp5 Lhx6
766764831	Lamp5 Lhx6
766764888	Sst Chodl
766769735	Sst Chodl
766774177	Pvalb Tpbg
766774703	Lamp5 Lsp1
767251829	Vip Arhgap36 Hmcn1
767349958	Sst Chodl
767356004	Lamp5 Lhx6
768728384	Sst Esm1
768796864	Sst Crhr2 Efemp1
769462681	Sst Chrna2 Glra3
769472672	Sst Esm1
769765483	Sst Chodl
769765549	Pvalb Reln Itm2a
769772476	Sst Hpse Cbln4
769954422	Pvalb Sema3e Kank4
769973864	Sst Esm1
769988665	Pvalb Reln Itm2a
770216620	Sst Hpse Cbln4
770237944	Sst Chodl
770238836	Sst Nr2f2 Necab1
770249470	Sst Crhr2 Efemp1
770249517	Sst Calb2 Pdlim5
770249559	Sst Tac2 Tacstd2
771934792	Sst Hpse Cbln4
772000472	Pvalb Tpbg
772000727	Sst Rxfp1 Prdm8
772121959	Sst Rxfp1 Prdm8
772129772	Sst Tac2 Tacstd2
772506111	Sst Calb2 Pdlim5
772517332	Pvalb Sema3e Kank4
772552941	Sst Calb2 Pdlim5
772635359	Pvalb Gpr149 Islr
772685363	Sst Calb2 Pdlim5
772690576	Pvalb Calb1 Sst
772726951	Sst Calb2 Pdlim5
772735561	Sst Calb2 Pdlim5
777294823	Sst Chodl
777371867	Sst Chodl
777422846	Sst Chodl
777440724	Sst Chodl
778144459	Sst Chodl
778223898	Vip Ptprt Pkp2
778283999	Sst Nts
778291711	Pvalb Tpbg
778301240	Pvalb Gabrg1
778302965	Sst Rxfp1 Eya1
778308599	Pvalb Gabrg1
778316952	Sst Nts
778327002	Vip Pygm C1ql1
778336832	Vip Ptprt Pkp2
779693640	Sst Calb2 Pdlim5
779708399	Sst Hpse Cbln4
779763127	Sst Calb2 Pdlim5
779776785	Sst Esm1
779801880	Sst Esm1
779857432	Sst Rxfp1 Eya1
779879349	Sst Calb2 Pdlim5
779979799	Vip Crispld2 Htr2c
779996941	Vip Lmo1 Fam159b
780001526	Vip Crispld2 Kcne4
780001568	Vip Pygm C1ql1
780026116	Vip Lmo1 Fam159b
780471440	Vip Chat Htr1f
780578676	Vip Lmo1 Fam159b
780692067	Sst Rxfp1 Prdm8
785991050	Sst Chodl
786024665	Sst Nr2f2 Necab1
786024946	Sst Crhr2 Efemp1
786135798	Sst Chodl
786176775	Sst Chodl
786228558	Pvalb Reln Itm2a
786251343	Sst Nts
786300913	Pvalb Akr1c18 Ntf3
786406570	Pvalb Tpbg
787228351	Sst Chodl
787248677	Sst Chodl
787261865	Sst Chodl
787280073	Pvalb Reln Itm2a
787961013	Sst Esm1
788256204	Lamp5 Plch2 Dock5
788272042	Sst Esm1
788272115	Sst Calb2 Pdlim5
788296224	Sst Calb2 Pdlim5
788325766	Sst Hpse Cbln4
788325819	Sst Calb2 Pdlim5
788349250	Lamp5 Plch2 Dock5
788418848	Lamp5 Ntn1 Npy2r
788939482	Sst Rxfp1 Prdm8
789179519	Vip Ptprt Pkp2
792553279	Pvalb Reln Tac1
792728913	Sst Hpse Cbln4
792729067	Vip Chat Htr1f
794802318	Sst Calb2 Pdlim5
794812190	Sst Calb2 Pdlim5
794825421	Sst Hpse Sema3c
794843709	Sst Calb2 Pdlim5
794865067	Sst Hpse Cbln4
794870097	Sst Hpse Cbln4
794937757	Sst Hpse Cbln4
794940971	Sst Esm1
794948976	Sst Calb2 Pdlim5
795506764	Sst Calb2 Necab1
795530674	Sst Esm1
795572082	Sst Crhr2 Efemp1
795608159	Sst Esm1
795684301	Sst Rxfp1 Prdm8
795749753	Sst Rxfp1 Prdm8
795758408	Sst Rxfp1 Prdm8
795786328	Sst Hpse Cbln4
795786452	Sst Calb2 Pdlim5
795818519	Sst Rxfp1 Prdm8
795833727	Sst Rxfp1 Eya1
795844214	Sst Nts
795865710	Pvalb Gpr149 Islr
795870832	Sst Esm1
796636728	Vip Crispld2 Htr2c
796666943	Vip Chat Htr1f
796696066	Vip Crispld2 Kcne4
796696588	Vip Chat Htr1f
796919010	Sncg Vip Itih5
796950055	Vip Lmo1 Myl1
797019459	Pvalb Tpbg
797055346	Vip Lect1 Oxtr
797061939	Vip Crispld2 Kcne4
797062169	Lamp5 Lsp1
797113792	Lamp5 Lsp1
797153425	Lamp5 Plch2 Dock5
797571819	Vip Ptprt Pkp2
797652145	Vip Ptprt Pkp2
797664123	Vip Chat Htr1f
797680651	Vip Chat Htr1f
797722932	Vip Crispld2 Kcne4
797740330	Vip Arhgap36 Hmcn1
797748111	Vip Rspo4 Rxfp1 Chat
799776604	Sncg Vip Nptx2
799782164	Sncg Vip Itih5
799826452	Sncg Vip Itih5
799851179	Sncg Vip Itih5
800227438	Vip Crispld2 Kcne4
800233598	Vip Chat Htr1f
800238310	Vip Crispld2 Kcne4
800245677	Vip Lmo1 Fam159b
800276204	Vip Col15a1 Pde1a
800285940	Sncg Vip Itih5
800315854	Serpinf1 Aqp5 Vip
802403087	Vip Crispld2 Kcne4
802404053	Vip Col15a1 Pde1a
802987298	Vip Crispld2 Kcne4
802993865	Vip Pygm C1ql1
803312598	Vip Lmo1 Myl1
803384938	Sst Calb2 Pdlim5
803417493	Sst Rxfp1 Prdm8
803439725	Sst Crhr2 Efemp1
803462597	Sst Rxfp1 Prdm8
803569205	Vip Chat Htr1f
803577676	Vip Lmo1 Myl1
803582166	Vip Chat Htr1f
803582322	Pvalb Reln Itm2a
803591738	Vip Igfbp4 Mab21l1
803599821	Vip Lmo1 Myl1
803603965	Sst Rxfp1 Prdm8
803616943	Sst Calb2 Pdlim5
803620243	Sst Calb2 Pdlim5
804780573	Sst Rxfp1 Prdm8
804817611	Sst Calb2 Pdlim5
804838579	Sst Esm1
804847087	Sst Hpse Cbln4
804902647	Sst Chodl
804957376	Sst Rxfp1 Prdm8
804968066	Sst Hpse Cbln4
804977021	Vip Ptprt Pkp2
804977071	Vip Ptprt Pkp2
805486350	Sst Tac1 Htr1d
805508553	Pvalb Reln Itm2a
805516815	Sst Crhr2 Efemp1
805522589	Sst Hpse Cbln4
805548370	Sst Hpse Cbln4
805548626	Sst Crhr2 Efemp1
805584825	Sst Calb2 Pdlim5
805587743	Vip Crispld2 Kcne4
805589713	Sst Hpse Sema3c
805625255	Sst Hpse Cbln4
805633762	Sst Hpse Cbln4
805636186	Sst Rxfp1 Prdm8
805639828	Sst Crhr2 Efemp1
805641992	Sst Crh 4930553C11Rik 
805642715	Sst Hpse Cbln4
805644302	Sst Calb2 Pdlim5
805657479	Sst Crhr2 Efemp1
805657520	Vip Lmo1 Fam159b
805672040	Vip Arhgap36 Hmcn1
805697399	Vip Lmo1 Myl1
806725741	Sst Rxfp1 Eya1
806821103	Sst Crh 4930553C11Rik 
806821846	Pvalb Tpbg
806822616	Sst Calb2 Pdlim5
806828813	Pvalb Reln Itm2a
806835868	Pvalb Reln Itm2a
806842472	Pvalb Sema3e Kank4
806844075	Pvalb Gabrg1
806853844	Sst Tac2 Tacstd2
807563351	Vip Igfbp4 Mab21l1
807633551	Sst Myh8 Fibin
808279213	Sst Esm1
808285808	Sst Rxfp1 Eya1
808293710	Sst Rxfp1 Eya1
808336603	Sst Rxfp1 Eya1
808402099	Pvalb Reln Itm2a
808416685	Sst Rxfp1 Prdm8
808418178	Pvalb Reln Itm2a
808445433	Pvalb Reln Itm2a
808475329	Pvalb Reln Itm2a
808479620	Pvalb Reln Itm2a
808486121	Sst Esm1
808529175	Sst Chodl
808535692	Sst Esm1
808547003	Sst Rxfp1 Eya1
808547132	Sst Crhr2 Efemp1
808824183	Sst Tac2 Tacstd2
808846919	Sst Esm1
808859562	Sst Chodl
808867430	Pvalb Tpbg
808875776	Sst Hpse Sema3c
808882292	Sst Esm1
808916170	Sst Esm1
808972734	Pvalb Sema3e Kank4
809006343	Pvalb Tpbg
809034199	Pvalb Reln Itm2a
809088673	Sst Rxfp1 Eya1
809091190	Pvalb Sema3e Kank4
809102827	Sst Chodl
809105260	Pvalb Vipr2
809106828	Sst Hpse Cbln4
809113087	Sst Nr2f2 Necab1
809113130	Pvalb Tpbg
809332492	Sst Hpse Cbln4
809338969	Sst Calb2 Pdlim5
809636700	Pvalb Reln Itm2a
809649556	Pvalb Tpbg
809656263	Pvalb Reln Itm2a
809668298	Pvalb Sema3e Kank4
809668930	Pvalb Sema3e Kank4
809688289	Vip Crispld2 Htr2c
809691801	Vip Chat Htr1f
809694011	Pvalb Sema3e Kank4
809694067	Vip Col15a1 Pde1a
809713682	Vip Crispld2 Kcne4
809748280	Sst Chodl
809822469	Sst Chodl
809831818	Sst Chodl
809857148	Vip Crispld2 Htr2c
809876626	Sst Chodl
810306964	Sst Rxfp1 Eya1
810317285	Sst Tac2 Tacstd2
810354686	Sst Rxfp1 Eya1
810361274	Sst Tac2 Tacstd2
810416056	Sst Tac2 Tacstd2
810463363	Sst Esm1
810500014	Pvalb Tpbg
810585028	Pvalb Gpr149 Islr
810589631	Pvalb Reln Itm2a
810617353	Vip Chat Htr1f
810617546	Vip Crispld2 Kcne4
810634557	Vip Lmo1 Myl1
811699569	Vip Ptprt Pkp2
812919277	Vip Pygm C1ql1
812935883	Vip Chat Htr1f
812945358	Vip Lmo1 Myl1
812951286	Vip Ptprt Pkp2
812962736	Vip Lect1 Oxtr
812986845	Sst Hpse Cbln4
812989401	Lamp5 Lsp1
812991568	Pvalb Tpbg
812996960	Sst Mme Fam114a1
813000460	Lamp5 Lsp1
813001473	Pvalb Reln Itm2a
813380366	Vip Pygm C1ql1
813427107	Vip Crispld2 Kcne4
813441106	Vip Crispld2 Kcne4
813448230	Vip Crispld2 Kcne4
813489616	Vip Pygm C1ql1
813500978	Serpinf1 Aqp5 Vip
815367809	Sst Tac2 Tacstd2
815377185	Sst Tac2 Tacstd2
815417125	Sst Rxfp1 Prdm8
815423883	Sst Rxfp1 Eya1
815437322	Sst Rxfp1 Prdm8
815462585	Sst Rxfp1 Eya1
815474594	Sst Rxfp1 Prdm8
815506078	Sst Rxfp1 Prdm8
815515673	Sst Crh 4930553C11Rik 
815520852	Sst Crh 4930553C11Rik 
815549357	Sst Rxfp1 Prdm8
815553140	Sst Chodl
815559133	Pvalb Reln Itm2a
815566902	Pvalb Sema3e Kank4
815568639	Sst Esm1
815576447	Pvalb Tpbg
815971588	Sst Esm1
816012073	Sst Rxfp1 Eya1
816019895	Sst Tac2 Tacstd2
816020342	Sst Rxfp1 Eya1
816095253	Sst Rxfp1 Eya1
816314375	Sst Chodl
816324631	Sst Chodl
816370714	Sst Chodl
816407580	Sst Chodl
816412799	Sst Chodl
816434177	Sst Chodl
816480728	Sst Calb2 Pdlim5
817204569	Sst Esm1
817935092	Pvalb Reln Tac1
817957562	Pvalb Sema3e Kank4
817957684	Pvalb Tpbg
817999859	Pvalb Akr1c18 Ntf3
818003838	Pvalb Tpbg
818757727	Pvalb Tpbg
818792182	Pvalb Reln Itm2a
818811232	Pvalb Sema3e Kank4
820693888	Pvalb Reln Itm2a
820747811	Pvalb Reln Itm2a
820754704	Sst Tac1 Htr1d
820815161	Pvalb Sema3e Kank4
820862134	Pvalb Reln Itm2a
820897104	Pvalb Reln Tac1
821563005	Pvalb Akr1c18 Ntf3
821652024	Lamp5 Plch2 Dock5
821771315	Sst Chrna2 Glra3
821774757	Sst Nr2f2 Necab1
821863866	Sst Tac2 Tacstd2
821907565	Pvalb Reln Itm2a
821917200	Pvalb Tpbg
823236692	Pvalb Reln Itm2a
823261804	Pvalb Tpbg
823281815	Pvalb Gpr149 Islr
823290814	Pvalb Reln Itm2a
823580102	Pvalb Reln Itm2a
823594655	Pvalb Tpbg
823603037	Pvalb Tpbg
823609338	Pvalb Tpbg
823658063	Pvalb Reln Itm2a
823681740	Lamp5 Lsp1
